B, F1, F2, H, B, H1, H2, F, comm_cost, num_nodes, mem_cost
4,2,2,1,1,2,2,4,364904448.0,32,157810688.0
4,4,1,1,2,2,2,2,364904448.0,32,149946368.0
2,1,4,2,4,1,4,1,365953024.0,32,160956416.0
2,1,4,2,4,2,2,1,365953024.0,32,157810688.0
4,1,4,1,2,1,4,2,365953024.0,32,160956416.0
4,2,2,1,2,1,4,2,365953024.0,32,157810688.0
4,1,4,1,4,4,1,1,367001600.0,32,149946368.0
4,2,2,1,4,4,1,1,367001600.0,32,146800640.0
4,4,1,1,4,1,4,1,367001600.0,32,149946368.0
4,4,1,1,4,2,2,1,367001600.0,32,146800640.0
1,1,1,1,1,1,4,4,369098752.0,17,407109632.0
1,1,2,2,1,1,2,4,369098752.0,12,270008320.0
1,1,2,4,1,1,2,2,369098752.0,12,270008320.0
1,1,4,4,1,1,1,1,369098752.0,17,407109632.0
1,2,2,4,1,2,2,4,369098752.0,32,168820736.0
2,2,2,1,4,1,1,4,369098752.0,24,170917888.0
2,4,1,1,4,1,1,4,369098752.0,24,168820736.0
4,1,1,4,2,2,2,1,369098752.0,24,170917888.0
4,1,1,4,2,4,1,1,369098752.0,24,168820736.0
1,2,2,4,2,1,4,2,370147328.0,32,168820736.0
1,4,1,2,2,1,1,8,370147328.0,24,178782208.0
2,1,1,8,1,4,1,2,370147328.0,24,178782208.0
2,1,4,2,1,2,2,4,370147328.0,32,168820736.0
1,2,2,4,4,4,1,1,371195904.0,32,157810688.0
2,1,4,2,2,1,4,2,371195904.0,32,168820736.0
4,4,1,1,1,2,2,4,371195904.0,32,157810688.0
2,1,4,2,4,4,1,1,372244480.0,32,157810688.0
4,4,1,1,2,1,4,2,372244480.0,32,157810688.0
1,2,2,2,4,1,1,4,373293056.0,24,178257920.0
1,4,1,2,8,1,1,2,373293056.0,24,167772160.0
4,1,1,4,1,2,2,2,373293056.0,24,178257920.0
4,4,1,1,4,4,1,1,373293056.0,32,146800640.0
8,1,1,2,1,4,1,2,373293056.0,24,167772160.0
2,1,1,8,2,2,2,1,374341632.0,24,178782208.0
2,1,1,8,2,4,1,1,374341632.0,24,176685056.0
2,2,2,1,2,1,1,8,374341632.0,24,178782208.0
2,4,1,1,2,1,1,8,374341632.0,24,176685056.0
2,1,4,1,4,1,1,4,375390208.0,24,178257920.0
4,1,1,4,2,1,4,1,375390208.0,24,178257920.0
1,1,4,4,1,4,1,4,377487360.0,32,177471488.0
1,1,4,4,2,4,1,2,377487360.0,32,174325760.0
1,4,1,2,4,1,1,2,377487360.0,16,188743680.0
1,4,1,4,1,1,4,4,377487360.0,32,177471488.0
2,2,2,1,8,1,1,2,377487360.0,24,167772160.0
2,4,1,1,8,1,1,2,377487360.0,24,165675008.0
2,4,1,2,1,1,4,4,377487360.0,32,174325760.0
4,1,1,2,1,4,1,2,377487360.0,16,188743680.0
8,1,1,2,2,2,2,1,377487360.0,24,167772160.0
8,1,1,2,2,4,1,1,377487360.0,24,165675008.0
1,2,2,2,2,1,1,8,378535936.0,24,186122240.0
2,1,1,8,1,2,2,2,378535936.0,24,186122240.0
1,1,4,4,2,2,2,2,379584512.0,32,177471488.0
1,4,1,2,2,1,1,4,379584512.0,16,196083712.0
2,1,1,4,1,4,1,2,379584512.0,16,196083712.0
2,2,2,2,1,1,4,4,379584512.0,32,177471488.0
2,1,1,8,2,1,4,1,380633088.0,24,186122240.0
2,1,4,1,2,1,1,8,380633088.0,24,186122240.0
1,1,4,4,4,1,4,1,381681664.0,32,177471488.0
1,1,4,4,4,2,2,1,381681664.0,32,174325760.0
1,2,2,2,8,1,1,2,381681664.0,24,175112192.0
2,2,2,1,4,1,1,2,381681664.0,16,188743680.0
2,4,1,1,4,1,1,2,381681664.0,16,186646528.0
4,1,1,2,2,2,2,1,381681664.0,16,188743680.0
4,1,1,2,2,4,1,1,381681664.0,16,186646528.0
4,1,4,1,1,1,4,4,381681664.0,32,177471488.0
4,2,2,1,1,1,4,4,381681664.0,32,174325760.0
8,1,1,2,1,2,2,2,381681664.0,24,175112192.0
2,1,1,4,2,2,2,1,383778816.0,16,196083712.0
2,1,1,4,2,4,1,1,383778816.0,16,193986560.0
2,1,4,1,8,1,1,2,383778816.0,24,175112192.0
2,2,2,1,2,1,1,4,383778816.0,16,196083712.0
2,4,1,1,2,1,1,4,383778816.0,16,193986560.0
8,1,1,2,2,1,4,1,383778816.0,24,175112192.0
1,1,1,1,1,2,1,2,385875968.0,5,459276288.0
1,1,1,1,2,2,1,1,385875968.0,5,452984832.0
1,1,1,16,1,4,1,2,385875968.0,24,195297280.0
1,1,4,4,1,2,2,4,385875968.0,32,185335808.0
1,2,1,2,1,1,1,1,385875968.0,5,459276288.0
1,2,2,2,4,1,1,2,385875968.0,16,196083712.0
1,2,2,4,1,1,4,4,385875968.0,32,185335808.0
1,4,1,2,1,1,1,16,385875968.0,24,195297280.0
2,2,1,1,1,1,1,1,385875968.0,5,452984832.0
4,1,1,2,1,2,2,2,385875968.0,16,196083712.0
1,1,4,4,2,1,4,2,386924544.0,32,185335808.0
2,1,4,2,1,1,4,4,386924544.0,32,185335808.0
1,1,4,4,4,4,1,1,387973120.0,32,174325760.0
1,2,2,2,2,1,1,4,387973120.0,16,203423744.0
2,1,1,4,1,2,2,2,387973120.0,16,203423744.0
2,1,4,1,4,1,1,2,387973120.0,16,196083712.0
4,1,1,2,2,1,4,1,387973120.0,16,196083712.0
4,4,1,1,1,1,4,4,387973120.0,32,174325760.0
1,1,1,1,2,1,2,1,390070272.0,5,459276288.0
1,1,1,16,2,2,2,1,390070272.0,24,195297280.0
1,1,1,16,2,4,1,1,390070272.0,24,193200128.0
1,1,4,2,4,1,1,4,390070272.0,24,194510848.0
2,1,1,4,2,1,4,1,390070272.0,16,203423744.0
2,1,2,1,1,1,1,1,390070272.0,5,459276288.0
2,1,4,1,2,1,1,4,390070272.0,16,203423744.0
2,2,2,1,1,1,1,16,390070272.0,24,195297280.0
2,4,1,1,1,1,1,16,390070272.0,24,193200128.0
4,1,1,4,1,1,4,2,390070272.0,24,194510848.0
1,1,1,8,1,4,1,2,394264576.0,16,212336640.0
1,1,1,16,1,2,2,2,394264576.0,24,202637312.0
1,2,1,2,1,4,1,4,394264576.0,20,229638144.0
1,2,1,2,2,4,1,2,394264576.0,20,226492416.0
1,2,2,2,1,1,1,16,394264576.0,24,202637312.0
1,4,1,2,1,1,1,8,394264576.0,16,212336640.0
1,4,1,4,1,2,1,2,394264576.0,20,229638144.0
1,4,1,4,2,2,1,1,394264576.0,20,223346688.0
2,2,1,1,1,4,1,4,394264576.0,20,223346688.0
2,2,1,1,2,4,1,2,394264576.0,20,220200960.0
2,4,1,2,1,2,1,2,394264576.0,20,226492416.0
2,4,1,2,2,2,1,1,394264576.0,20,220200960.0
1,1,4,2,2,1,1,8,395313152.0,24,202375168.0
2,1,1,8,1,1,4,2,395313152.0,24,202375168.0
1,1,1,16,2,1,4,1,396361728.0,24,202637312.0
1,2,1,2,2,2,2,2,396361728.0,20,229638144.0
2,1,4,1,1,1,1,16,396361728.0,24,202637312.0
2,2,1,1,2,2,2,2,396361728.0,20,223346688.0
2,2,2,2,1,2,1,2,396361728.0,20,229638144.0
2,2,2,2,2,2,1,1,396361728.0,20,223346688.0
1,1,1,8,2,2,2,1,398458880.0,16,212336640.0
1,1,1,8,2,4,1,1,398458880.0,16,210239488.0
1,1,4,2,8,1,1,2,398458880.0,24,191365120.0
1,2,1,2,4,1,4,1,398458880.0,20,229638144.0
1,2,1,2,4,2,2,1,398458880.0,20,226492416.0
1,4,1,2,2,1,1,2,398458880.0,12,230686720.0
1,4,1,2,8,1,1,1,398458880.0,16,186646528.0
1,4,1,4,2,1,2,1,398458880.0,20,229638144.0
2,1,1,2,1,4,1,2,398458880.0,12,230686720.0
2,1,2,1,1,4,1,4,398458880.0,20,229638144.0
2,1,2,1,2,4,1,2,398458880.0,20,226492416.0
2,2,1,1,4,1,4,1,398458880.0,20,223346688.0
2,2,1,1,4,2,2,1,398458880.0,20,220200960.0
2,2,2,1,1,1,1,8,398458880.0,16,212336640.0
2,4,1,1,1,1,1,8,398458880.0,16,210239488.0
2,4,1,2,2,1,2,1,398458880.0,20,226492416.0
4,1,4,1,1,2,1,2,398458880.0,20,229638144.0
4,1,4,1,2,2,1,1,398458880.0,20,223346688.0
4,2,2,1,1,2,1,2,398458880.0,20,226492416.0
4,2,2,1,2,2,1,1,398458880.0,20,220200960.0
8,1,1,1,1,4,1,2,398458880.0,16,186646528.0
8,1,1,2,1,1,4,2,398458880.0,24,191365120.0
2,1,2,1,2,2,2,2,400556032.0,20,229638144.0
2,2,2,2,2,1,2,1,400556032.0,20,229638144.0
1,1,1,1,1,1,2,2,402653184.0,5,475004928.0
1,1,1,8,1,2,2,2,402653184.0,16,219676672.0
1,1,2,2,1,1,1,1,402653184.0,5,475004928.0
1,1,4,2,4,1,1,2,402653184.0,16,212336640.0
1,1,4,4,1,1,4,4,402653184.0,32,201850880.0
1,2,1,2,1,2,2,4,402653184.0,20,237502464.0
1,2,2,2,1,1,1,8,402653184.0,16,219676672.0
1,2,2,4,1,2,1,2,402653184.0,20,237502464.0
1,2,2,4,2,2,1,1,402653184.0,20,231211008.0
1,4,1,2,4,1,1,1,402653184.0,12,224395264.0
2,1,1,2,2,2,2,1,402653184.0,12,230686720.0
2,1,1,2,2,4,1,1,402653184.0,12,228589568.0
2,1,2,1,4,1,4,1,402653184.0,20,229638144.0
2,1,2,1,4,2,2,1,402653184.0,20,226492416.0
2,2,1,1,1,2,2,4,402653184.0,20,231211008.0
2,2,2,1,2,1,1,2,402653184.0,12,230686720.0
2,2,2,1,8,1,1,1,402653184.0,16,186646528.0
2,4,1,1,2,1,1,2,402653184.0,12,228589568.0
2,4,1,1,8,1,1,1,402653184.0,16,184549376.0
4,1,1,1,1,4,1,2,402653184.0,12,224395264.0
4,1,1,2,1,1,4,2,402653184.0,16,212336640.0
4,1,4,1,2,1,2,1,402653184.0,20,229638144.0
4,2,2,1,2,1,2,1,402653184.0,20,226492416.0
8,1,1,1,2,2,2,1,402653184.0,16,186646528.0
8,1,1,1,2,4,1,1,402653184.0,16,184549376.0
1,2,1,2,2,1,4,2,403701760.0,20,237502464.0
2,1,4,2,1,2,1,2,403701760.0,20,237502464.0
2,1,4,2,2,2,1,1,403701760.0,20,231211008.0
2,2,1,1,2,1,4,2,403701760.0,20,231211008.0
1,1,1,8,2,1,4,1,404750336.0,16,219676672.0
1,1,4,2,2,1,1,4,404750336.0,16,219676672.0
1,2,1,2,4,4,1,1,404750336.0,20,226492416.0
1,4,1,2,2,2,1,4,404750336.0,24,187695104.0
2,1,1,4,1,1,4,2,404750336.0,16,219676672.0
2,1,4,1,1,1,1,8,404750336.0,16,219676672.0
2,2,1,1,4,4,1,1,404750336.0,20,220200960.0
2,2,1,4,1,4,1,2,404750336.0,24,187695104.0
4,4,1,1,1,2,1,2,404750336.0,20,226492416.0
4,4,1,1,2,2,1,1,404750336.0,20,220200960.0
1,2,2,2,2,1,1,2,406847488.0,12,238026752.0
1,2,2,2,8,1,1,1,406847488.0,16,193986560.0
1,2,2,4,2,1,2,1,406847488.0,20,237502464.0
1,4,1,2,4,1,2,2,406847488.0,24,187695104.0
1,4,1,2,4,2,1,2,406847488.0,24,184549376.0
2,1,1,2,1,2,2,2,406847488.0,12,238026752.0
2,1,2,1,1,2,2,4,406847488.0,20,237502464.0
2,2,2,1,4,1,1,1,406847488.0,12,224395264.0
2,4,1,1,4,1,1,1,406847488.0,12,222298112.0
4,1,1,1,2,2,2,1,406847488.0,12,224395264.0
4,1,1,1,2,4,1,1,406847488.0,12,222298112.0
4,1,2,2,1,4,1,2,406847488.0,24,187695104.0
4,2,1,2,1,4,1,2,406847488.0,24,184549376.0
8,1,1,1,1,2,2,2,406847488.0,16,193986560.0
2,1,2,1,2,1,4,2,407896064.0,20,237502464.0
2,1,4,2,2,1,2,1,407896064.0,20,237502464.0
2,1,1,2,2,1,4,1,408944640.0,12,238026752.0
2,1,2,1,4,4,1,1,408944640.0,20,226492416.0
2,1,4,1,2,1,1,2,408944640.0,12,238026752.0
2,1,4,1,8,1,1,1,408944640.0,16,193986560.0
2,2,1,4,2,2,2,1,408944640.0,24,187695104.0
2,2,1,4,2,4,1,1,408944640.0,24,185597952.0
2,2,2,1,2,2,1,4,408944640.0,24,187695104.0
2,4,1,1,2,2,1,4,408944640.0,24,185597952.0
4,4,1,1,2,1,2,1,408944640.0,20,226492416.0
8,1,1,1,2,1,4,1,408944640.0,16,193986560.0
1,1,1,4,1,4,1,2,411041792.0,12,246415360.0
1,1,1,16,1,1,4,2,411041792.0,24,218890240.0
1,1,2,2,1,4,1,4,411041792.0,20,245366784.0
1,1,2,2,2,4,1,2,411041792.0,20,242221056.0
1,1,4,2,1,1,1,16,411041792.0,24,218890240.0
1,2,1,8,1,4,1,2,411041792.0,24,195559424.0
1,2,2,2,4,1,1,1,411041792.0,12,231735296.0
1,4,1,2,1,1,1,4,411041792.0,12,246415360.0
1,4,1,2,1,2,1,8,411041792.0,24,195559424.0
1,4,1,4,1,1,2,2,411041792.0,20,245366784.0
2,2,2,1,4,1,2,2,411041792.0,24,187695104.0
2,2,2,1,4,2,1,2,411041792.0,24,184549376.0
2,4,1,1,4,1,2,2,411041792.0,24,185597952.0
2,4,1,1,4,2,1,2,411041792.0,24,182452224.0
2,4,1,2,1,1,2,2,411041792.0,20,242221056.0
4,1,1,1,1,2,2,2,411041792.0,12,231735296.0
4,1,2,2,2,2,2,1,411041792.0,24,187695104.0
4,1,2,2,2,4,1,1,411041792.0,24,185597952.0
4,2,1,2,2,2,2,1,411041792.0,24,184549376.0
4,2,1,2,2,4,1,1,411041792.0,24,182452224.0
1,4,1,2,2,1,2,4,412090368.0,24,195559424.0
2,1,2,4,1,4,1,2,412090368.0,24,195559424.0
1,1,2,2,2,2,2,2,413138944.0,20,245366784.0
1,2,2,2,2,2,1,4,413138944.0,24,195035136.0
2,1,4,1,4,1,1,1,413138944.0,12,231735296.0
2,2,1,4,1,2,2,2,413138944.0,24,195035136.0
2,2,2,2,1,1,2,2,413138944.0,20,245366784.0
4,1,1,1,2,1,4,1,413138944.0,12,231735296.0
1,1,1,4,2,2,2,1,415236096.0,12,246415360.0
1,1,1,4,2,4,1,1,415236096.0,12,244318208.0
1,1,2,2,4,1,4,1,415236096.0,20,245366784.0
1,1,2,2,4,2,2,1,415236096.0,20,242221056.0
1,2,1,8,2,2,2,1,415236096.0,24,195559424.0
1,2,1,8,2,4,1,1,415236096.0,24,193462272.0
1,2,2,2,4,1,2,2,415236096.0,24,195035136.0
1,2,2,2,4,2,1,2,415236096.0,24,191889408.0
1,4,1,2,8,1,2,1,415236096.0,24,184549376.0
2,1,4,1,2,2,1,4,415236096.0,24,195035136.0
2,2,1,4,2,1,4,1,415236096.0,24,195035136.0
2,2,2,1,1,1,1,4,415236096.0,12,246415360.0
2,2,2,1,1,2,1,8,415236096.0,24,195559424.0
2,4,1,1,1,1,1,4,415236096.0,12,244318208.0
2,4,1,1,1,2,1,8,415236096.0,24,193462272.0
4,1,2,2,1,2,2,2,415236096.0,24,195035136.0
4,1,4,1,1,1,2,2,415236096.0,20,245366784.0
4,2,1,2,1,2,2,2,415236096.0,24,191889408.0
4,2,2,1,1,1,2,2,415236096.0,20,242221056.0
8,1,2,1,1,4,1,2,415236096.0,24,184549376.0
2,1,2,4,2,2,2,1,416284672.0,24,195559424.0
2,1,2,4,2,4,1,1,416284672.0,24,193462272.0
2,2,2,1,2,1,2,4,416284672.0,24,195559424.0
2,4,1,1,2,1,2,4,416284672.0,24,193462272.0
2,1,4,1,4,1,2,2,417333248.0,24,195035136.0
2,1,4,1,4,2,1,2,417333248.0,24,191889408.0
4,1,2,2,2,1,4,1,417333248.0,24,195035136.0
4,2,1,2,2,1,4,1,417333248.0,24,191889408.0
1,1,1,4,1,2,2,2,419430400.0,12,253755392.0
1,1,1,8,1,1,4,2,419430400.0,16,235929600.0
1,1,2,2,1,2,2,4,419430400.0,20,253231104.0
1,1,4,2,1,1,1,8,419430400.0,16,235929600.0
1,1,4,4,1,2,1,2,419430400.0,20,254017536.0
1,1,4,4,2,2,1,1,419430400.0,20,247726080.0
1,2,1,2,1,1,4,4,419430400.0,20,254017536.0
1,2,1,8,1,2,2,2,419430400.0,24,202899456.0
1,2,2,2,1,1,1,4,419430400.0,12,253755392.0
1,2,2,2,1,2,1,8,419430400.0,24,202899456.0
1,2,2,4,1,1,2,2,419430400.0,20,253231104.0
2,2,1,1,1,1,4,4,419430400.0,20,247726080.0
2,2,2,1,8,1,2,1,419430400.0,24,184549376.0
2,4,1,1,8,1,2,1,419430400.0,24,182452224.0
8,1,2,1,2,2,2,1,419430400.0,24,184549376.0
8,1,2,1,2,4,1,1,419430400.0,24,182452224.0
1,1,2,2,2,1,4,2,420478976.0,20,253231104.0
1,2,2,2,2,1,2,4,420478976.0,24,202899456.0
2,1,2,4,1,2,2,2,420478976.0,24,202899456.0
2,1,4,2,1,1,2,2,420478976.0,20,253231104.0
1,1,1,4,2,1,4,1,421527552.0,12,253755392.0
1,1,2,2,4,4,1,1,421527552.0,20,242221056.0
1,2,1,8,2,1,4,1,421527552.0,24,202899456.0
1,4,1,2,16,1,1,1,421527552.0,24,167772160.0
2,1,4,1,1,1,1,4,421527552.0,12,253755392.0
2,1,4,1,1,2,1,8,421527552.0,24,202899456.0
4,4,1,1,1,1,2,2,421527552.0,20,242221056.0
16,1,1,1,1,4,1,2,421527552.0,24,167772160.0
2,1,2,4,2,1,4,1,422576128.0,24,202899456.0
2,1,4,1,2,1,2,4,422576128.0,24,202899456.0
1,1,4,2,2,1,1,2,423624704.0,12,254279680.0
1,1,4,2,8,1,1,1,423624704.0,16,210239488.0
1,1,4,4,2,1,2,1,423624704.0,20,254017536.0
1,2,2,2,8,1,2,1,423624704.0,24,191889408.0
2,1,1,2,1,1,4,2,423624704.0,12,254279680.0
2,1,2,1,1,1,4,4,423624704.0,20,254017536.0
8,1,1,1,1,1,4,2,423624704.0,16,210239488.0
8,1,2,1,1,2,2,2,423624704.0,24,191889408.0
2,1,4,1,8,1,2,1,425721856.0,24,191889408.0
2,2,2,1,16,1,1,1,425721856.0,24,167772160.0
2,4,1,1,16,1,1,1,425721856.0,24,165675008.0
8,1,2,1,2,1,4,1,425721856.0,24,191889408.0
16,1,1,1,2,2,2,1,425721856.0,24,167772160.0
16,1,1,1,2,4,1,1,425721856.0,24,165675008.0
1,1,2,8,1,4,1,2,427819008.0,24,212074496.0
1,1,4,2,4,1,1,1,427819008.0,12,247988224.0
1,4,1,2,1,1,2,8,427819008.0,24,212074496.0
4,1,1,1,1,1,4,2,427819008.0,12,247988224.0
1,1,4,2,2,2,1,4,429916160.0,24,211288064.0
1,2,2,2,16,1,1,1,429916160.0,24,175112192.0
1,4,1,2,8,2,1,1,429916160.0,24,184549376.0
2,2,1,4,1,1,4,2,429916160.0,24,211288064.0
8,2,1,1,1,4,1,2,429916160.0,24,184549376.0
16,1,1,1,1,2,2,2,429916160.0,24,175112192.0
1,1,2,8,2,2,2,1,432013312.0,24,212074496.0
1,1,2,8,2,4,1,1,432013312.0,24,209977344.0
1,1,4,2,4,1,2,2,432013312.0,24,211288064.0
1,1,4,2,4,2,1,2,432013312.0,24,208142336.0
2,1,4,1,16,1,1,1,432013312.0,24,175112192.0
2,2,2,1,1,1,2,8,432013312.0,24,212074496.0
2,4,1,1,1,1,2,8,432013312.0,24,209977344.0
4,1,2,2,1,1,4,2,432013312.0,24,211288064.0
4,2,1,2,1,1,4,2,432013312.0,24,208142336.0
16,1,1,1,2,1,4,1,432013312.0,24,175112192.0
2,2,2,1,8,2,1,1,434110464.0,24,184549376.0
2,4,1,1,8,2,1,1,434110464.0,24,182452224.0
8,2,1,1,2,2,2,1,434110464.0,24,184549376.0
8,2,1,1,2,4,1,1,434110464.0,24,182452224.0
1,1,1,4,1,1,4,2,436207616.0,12,270008320.0
1,1,2,2,1,1,4,4,436207616.0,20,269746176.0
1,1,2,8,1,2,2,2,436207616.0,24,219414528.0
1,1,4,2,1,1,1,4,436207616.0,12,270008320.0
1,1,4,2,1,2,1,8,436207616.0,24,219152384.0
1,1,4,4,1,1,2,2,436207616.0,20,269746176.0
1,2,1,2,1,2,1,2,436207616.0,8,306184192.0
1,2,1,2,2,2,1,1,436207616.0,8,299892736.0
1,2,1,8,1,1,4,2,436207616.0,24,219152384.0
1,2,2,2,1,1,2,8,436207616.0,24,219414528.0
1,4,1,2,2,1,1,1,436207616.0,10,299892736.0
2,1,1,1,1,4,1,2,436207616.0,10,299892736.0
2,2,1,1,1,2,1,2,436207616.0,8,299892736.0
2,2,1,1,2,2,1,1,436207616.0,8,293601280.0
1,1,4,2,2,1,2,4,437256192.0,24,219152384.0
2,1,2,4,1,1,4,2,437256192.0,24,219152384.0
1,1,2,8,2,1,4,1,438304768.0,24,219414528.0
1,2,2,2,8,2,1,1,438304768.0,24,191889408.0
2,1,4,1,1,1,2,8,438304768.0,24,219414528.0
8,2,1,1,1,2,2,2,438304768.0,24,191889408.0
1,1,4,2,8,1,2,1,440401920.0,24,208142336.0
1,2,1,1,4,1,1,4,440401920.0,18,315621376.0
1,2,1,2,2,1,2,1,440401920.0,8,306184192.0
2,1,1,1,2,2,2,1,440401920.0,10,299892736.0
2,1,1,1,2,4,1,1,440401920.0,10,297795584.0
2,1,2,1,1,2,1,2,440401920.0,8,306184192.0
2,1,2,1,2,2,1,1,440401920.0,8,299892736.0
2,1,4,1,8,2,1,1,440401920.0,24,191889408.0
2,2,1,1,2,1,2,1,440401920.0,8,299892736.0
2,2,2,1,2,1,1,1,440401920.0,10,299892736.0
2,4,1,1,2,1,1,1,440401920.0,10,297795584.0
4,1,1,4,1,2,1,1,440401920.0,18,315621376.0
8,1,2,1,1,1,4,2,440401920.0,24,208142336.0
8,2,1,1,2,1,4,1,440401920.0,24,191889408.0
1,1,1,2,1,4,1,2,444596224.0,10,314572800.0
1,2,2,2,2,1,1,1,444596224.0,10,307232768.0
1,4,1,2,1,1,1,2,444596224.0,10,314572800.0
2,1,1,1,1,2,2,2,444596224.0,10,307232768.0
2,1,2,1,2,1,2,1,444596224.0,8,306184192.0
1,2,1,1,2,1,1,8,445644800.0,18,323485696.0
2,1,1,8,1,2,1,1,445644800.0,18,323485696.0
1,1,4,2,16,1,1,1,446693376.0,24,191365120.0
2,1,1,1,2,1,4,1,446693376.0,10,307232768.0
2,1,4,1,2,1,1,1,446693376.0,10,307232768.0
16,1,1,1,1,1,4,2,446693376.0,24,191365120.0
1,1,1,2,2,2,2,1,448790528.0,10,314572800.0
1,1,1,2,2,4,1,1,448790528.0,10,312475648.0
1,2,1,1,8,1,1,2,448790528.0,18,312475648.0
2,2,2,1,1,1,1,2,448790528.0,10,314572800.0
2,4,1,1,1,1,1,2,448790528.0,10,312475648.0
8,1,1,2,1,2,1,1,448790528.0,18,312475648.0
1,1,1,2,1,2,2,2,452984832.0,10,321912832.0
1,1,2,2,1,2,1,2,452984832.0,8,321912832.0
1,1,2,2,2,2,1,1,452984832.0,8,315621376.0
1,1,2,8,1,1,4,2,452984832.0,24,235667456.0
1,1,4,2,1,1,2,8,452984832.0,24,235667456.0
1,2,1,1,4,1,1,2,452984832.0,10,333447168.0
1,2,1,2,1,1,2,2,452984832.0,8,321912832.0
1,2,2,2,1,1,1,2,452984832.0,10,321912832.0
2,2,1,1,1,1,2,2,452984832.0,8,315621376.0
4,1,1,2,1,2,1,1,452984832.0,10,333447168.0
1,1,1,2,2,1,4,1,455081984.0,10,321912832.0
1,1,4,2,8,2,1,1,455081984.0,24,208142336.0
1,2,1,1,2,1,1,4,455081984.0,10,340787200.0
2,1,1,4,1,2,1,1,455081984.0,10,340787200.0
2,1,4,1,1,1,1,2,455081984.0,10,321912832.0
8,2,1,1,1,1,4,2,455081984.0,24,208142336.0
1,1,2,1,4,1,1,4,457179136.0,18,330301440.0
1,1,2,2,2,1,2,1,457179136.0,8,321912832.0
1,4,1,2,2,2,1,2,457179136.0,16,222298112.0
2,1,2,1,1,1,2,2,457179136.0,8,321912832.0
2,2,1,2,1,4,1,2,457179136.0,16,222298112.0
4,1,1,4,1,1,2,1,457179136.0,18,330301440.0
1,1,1,16,1,2,1,1,461373440.0,18,340000768.0
1,1,4,2,2,1,1,1,461373440.0,10,323485696.0
1,2,1,1,1,1,1,16,461373440.0,18,340000768.0
1,2,1,4,1,4,1,2,461373440.0,16,229638144.0
1,4,1,2,1,2,1,4,461373440.0,16,229638144.0
1,4,1,2,4,1,2,1,461373440.0,16,222298112.0
2,1,1,1,1,1,4,2,461373440.0,10,323485696.0
2,2,1,2,2,2,2,1,461373440.0,16,222298112.0
2,2,1,2,2,4,1,1,461373440.0,16,220200960.0
2,2,2,1,2,2,1,2,461373440.0,16,222298112.0
2,4,1,1,2,2,1,2,461373440.0,16,220200960.0
4,1,2,1,1,4,1,2,461373440.0,16,222298112.0
1,1,2,1,2,1,1,8,462422016.0,18,338165760.0
2,1,1,8,1,1,2,1,462422016.0,18,338165760.0
1,4,1,2,2,1,2,2,463470592.0,16,229638144.0
2,1,2,2,1,4,1,2,463470592.0,16,229638144.0
1,1,2,1,8,1,1,2,465567744.0,18,327155712.0
1,2,1,4,2,2,2,1,465567744.0,16,229638144.0
1,2,1,4,2,4,1,1,465567744.0,16,227540992.0
1,2,2,2,2,2,1,2,465567744.0,16,229638144.0
1,4,1,2,4,2,1,1,465567744.0,16,220200960.0
2,2,1,2,1,2,2,2,465567744.0,16,229638144.0
2,2,2,1,1,2,1,4,465567744.0,16,229638144.0
2,2,2,1,4,1,2,1,465567744.0,16,222298112.0
2,4,1,1,1,2,1,4,465567744.0,16,227540992.0
2,4,1,1,4,1,2,1,465567744.0,16,220200960.0
4,1,2,1,2,2,2,1,465567744.0,16,222298112.0
4,1,2,1,2,4,1,1,465567744.0,16,220200960.0
4,2,1,1,1,4,1,2,465567744.0,16,220200960.0
8,1,1,2,1,1,2,1,465567744.0,18,327155712.0
2,1,2,2,2,2,2,1,467664896.0,16,229638144.0
2,1,2,2,2,4,1,1,467664896.0,16,227540992.0
2,1,4,1,2,2,1,2,467664896.0,16,229638144.0
2,2,1,2,2,1,4,1,467664896.0,16,229638144.0
2,2,2,1,2,1,2,2,467664896.0,16,229638144.0
2,4,1,1,2,1,2,2,467664896.0,16,227540992.0
1,1,1,2,1,1,4,2,469762048.0,10,338165760.0
1,1,1,8,1,2,1,1,469762048.0,10,357040128.0
1,1,2,1,4,1,1,2,469762048.0,10,348127232.0
1,1,2,2,1,1,2,2,469762048.0,8,337641472.0
1,1,4,2,1,1,1,2,469762048.0,10,338165760.0
1,2,1,1,1,1,1,8,469762048.0,10,357040128.0
1,2,1,4,1,2,2,2,469762048.0,16,236978176.0
1,2,2,2,1,2,1,4,469762048.0,16,236978176.0
1,2,2,2,4,1,2,1,469762048.0,16,229638144.0
2,2,2,1,4,2,1,1,469762048.0,16,220200960.0
2,4,1,1,4,2,1,1,469762048.0,16,218103808.0
4,1,1,2,1,1,2,1,469762048.0,10,348127232.0
4,1,2,1,1,2,2,2,469762048.0,16,229638144.0
4,2,1,1,2,2,2,1,469762048.0,16,220200960.0
4,2,1,1,2,4,1,1,469762048.0,16,218103808.0
1,1,2,1,2,1,1,4,471859200.0,10,355467264.0
1,2,1,4,2,1,4,1,471859200.0,16,236978176.0
1,2,2,2,2,1,2,2,471859200.0,16,236978176.0
2,1,1,4,1,1,2,1,471859200.0,10,355467264.0
2,1,2,2,1,2,2,2,471859200.0,16,236978176.0
2,1,4,1,1,2,1,4,471859200.0,16,236978176.0
2,1,4,1,4,1,2,1,471859200.0,16,229638144.0
