B, F1, F2, H, B, H1, H2, F, comm_cost, num_nodes, mem_cost
1,1,8,2,2,1,1,4,673185792.0,24,219414528.0
1,4,2,2,2,2,1,4,673185792.0,32,186646528.0
2,1,1,4,1,1,8,2,673185792.0,24,219414528.0
2,2,1,4,1,4,2,2,673185792.0,32,186646528.0
2,2,1,4,2,4,2,1,673185792.0,32,183500800.0
2,2,4,1,4,1,1,1,673185792.0,20,223346688.0
2,4,2,1,2,2,1,4,673185792.0,32,183500800.0
2,8,1,1,4,1,1,1,673185792.0,20,220200960.0
4,1,1,1,2,2,4,1,673185792.0,20,223346688.0
4,1,1,1,2,8,1,1,673185792.0,20,220200960.0
1,1,1,4,1,8,1,2,675282944.0,20,242221056.0
1,2,1,8,1,8,1,2,675282944.0,32,191365120.0
1,2,4,2,2,1,1,2,675282944.0,20,237502464.0
1,2,4,2,8,1,1,1,675282944.0,24,193462272.0
1,4,2,2,4,1,2,2,675282944.0,32,186646528.0
1,4,2,2,4,2,1,2,675282944.0,32,183500800.0
1,8,1,2,1,1,1,4,675282944.0,20,242221056.0
1,8,1,2,1,2,1,8,675282944.0,32,191365120.0
2,1,1,2,1,2,4,2,675282944.0,20,237502464.0
2,2,1,4,2,2,4,1,675282944.0,32,186646528.0
2,2,1,4,2,8,1,1,675282944.0,32,183500800.0
2,2,4,1,2,2,1,4,675282944.0,32,186646528.0
2,4,2,1,4,1,2,2,675282944.0,32,183500800.0
2,4,2,1,4,2,1,2,675282944.0,32,180355072.0
2,8,1,1,2,2,1,4,675282944.0,32,183500800.0
4,1,2,2,1,4,2,2,675282944.0,32,186646528.0
4,1,2,2,2,4,2,1,675282944.0,32,183500800.0
4,2,1,2,1,4,2,2,675282944.0,32,183500800.0
4,2,1,2,2,4,2,1,675282944.0,32,180355072.0
8,1,1,1,1,2,4,2,675282944.0,24,193462272.0
1,8,1,2,2,1,2,4,676331520.0,32,191365120.0
2,1,1,2,2,1,8,1,676331520.0,20,237502464.0
2,1,2,4,1,8,1,2,676331520.0,32,191365120.0
2,1,8,1,2,1,1,2,676331520.0,20,237502464.0
2,1,8,1,8,1,1,1,676331520.0,24,193462272.0
8,1,1,1,2,1,8,1,676331520.0,24,193462272.0
2,2,4,1,4,1,2,2,677380096.0,32,186646528.0
2,2,4,1,4,2,1,2,677380096.0,32,183500800.0
2,8,1,1,4,1,2,2,677380096.0,32,183500800.0
2,8,1,1,4,2,1,2,677380096.0,32,180355072.0
4,1,2,2,2,2,4,1,677380096.0,32,186646528.0
4,1,2,2,2,8,1,1,677380096.0,32,183500800.0
4,2,1,2,2,2,4,1,677380096.0,32,183500800.0
4,2,1,2,2,8,1,1,677380096.0,32,180355072.0
1,1,1,4,1,4,2,2,679477248.0,20,245366784.0
1,1,1,4,2,4,2,1,679477248.0,20,242221056.0
1,1,1,16,1,1,8,2,679477248.0,32,218628096.0
1,1,8,2,1,1,1,16,679477248.0,32,218628096.0
1,2,1,8,1,4,2,2,679477248.0,32,194510848.0
1,2,1,8,2,4,2,1,679477248.0,32,191365120.0
1,2,4,2,4,1,1,1,679477248.0,20,231211008.0
1,4,2,2,1,1,1,4,679477248.0,20,245366784.0
1,4,2,2,1,2,1,8,679477248.0,32,194510848.0
1,8,1,2,8,1,2,1,679477248.0,32,180355072.0
2,4,2,1,1,1,1,4,679477248.0,20,242221056.0
2,4,2,1,1,2,1,8,679477248.0,32,191365120.0
4,1,1,1,1,2,4,2,679477248.0,20,231211008.0
8,1,2,1,1,8,1,2,679477248.0,32,180355072.0
1,4,2,2,2,1,2,4,680525824.0,32,194510848.0
2,1,2,4,1,4,2,2,680525824.0,32,194510848.0
2,1,2,4,2,4,2,1,680525824.0,32,191365120.0
2,1,8,1,4,1,1,1,680525824.0,20,231211008.0
2,4,2,1,2,1,2,4,680525824.0,32,191365120.0
4,1,1,1,2,1,8,1,680525824.0,20,231211008.0
1,1,1,4,2,2,4,1,681574400.0,20,245366784.0
1,1,1,4,2,8,1,1,681574400.0,20,242221056.0
1,2,1,8,2,2,4,1,681574400.0,32,194510848.0
1,2,1,8,2,8,1,1,681574400.0,32,191365120.0
1,2,4,2,2,2,1,4,681574400.0,32,194510848.0
2,2,1,4,1,2,4,2,681574400.0,32,194510848.0
2,2,4,1,1,1,1,4,681574400.0,20,245366784.0
2,2,4,1,1,2,1,8,681574400.0,32,194510848.0
2,8,1,1,1,1,1,4,681574400.0,20,242221056.0
2,8,1,1,1,2,1,8,681574400.0,32,191365120.0
2,1,2,4,2,2,4,1,682622976.0,32,194510848.0
2,1,2,4,2,8,1,1,682622976.0,32,191365120.0
2,1,8,1,2,2,1,4,682622976.0,32,194510848.0
2,2,1,4,2,1,8,1,682622976.0,32,194510848.0
2,2,4,1,2,1,2,4,682622976.0,32,194510848.0
2,8,1,1,2,1,2,4,682622976.0,32,191365120.0
1,2,4,2,4,1,2,2,683671552.0,32,194510848.0
1,2,4,2,4,2,1,2,683671552.0,32,191365120.0
1,4,2,2,8,1,2,1,683671552.0,32,183500800.0
2,4,2,1,8,1,2,1,683671552.0,32,180355072.0
4,1,2,2,1,2,4,2,683671552.0,32,194510848.0
4,2,1,2,1,2,4,2,683671552.0,32,191365120.0
8,1,2,1,1,4,2,2,683671552.0,32,183500800.0
8,1,2,1,2,4,2,1,683671552.0,32,180355072.0
2,1,8,1,4,1,2,2,684720128.0,32,194510848.0
2,1,8,1,4,2,1,2,684720128.0,32,191365120.0
4,1,2,2,2,1,8,1,684720128.0,32,194510848.0
4,2,1,2,2,1,8,1,684720128.0,32,191365120.0
1,8,1,2,16,1,1,1,685768704.0,32,163577856.0
2,2,4,1,8,1,2,1,685768704.0,32,183500800.0
2,8,1,1,8,1,2,1,685768704.0,32,180355072.0
8,1,2,1,2,2,4,1,685768704.0,32,183500800.0
8,1,2,1,2,8,1,1,685768704.0,32,180355072.0
16,1,1,1,1,8,1,2,685768704.0,32,163577856.0
1,1,1,4,1,2,4,2,687865856.0,20,253231104.0
1,1,1,8,1,1,8,2,687865856.0,24,235667456.0
1,1,8,2,1,1,1,8,687865856.0,24,235667456.0
1,2,1,8,1,2,4,2,687865856.0,32,202375168.0
1,2,4,2,1,1,1,4,687865856.0,20,253231104.0
1,2,4,2,1,2,1,8,687865856.0,32,202375168.0
1,4,1,2,1,4,1,2,687865856.0,16,289406976.0
1,1,1,4,2,1,8,1,688914432.0,20,253231104.0
1,2,1,8,2,1,8,1,688914432.0,32,202375168.0
1,2,4,2,2,1,2,4,688914432.0,32,202375168.0
2,1,2,4,1,2,4,2,688914432.0,32,202375168.0
2,1,8,1,1,1,1,4,688914432.0,20,253231104.0
2,1,8,1,1,2,1,8,688914432.0,32,202375168.0
1,4,2,2,16,1,1,1,689963008.0,32,166723584.0
2,1,2,4,2,1,8,1,689963008.0,32,202375168.0
2,1,8,1,2,1,2,4,689963008.0,32,202375168.0
2,4,2,1,16,1,1,1,689963008.0,32,163577856.0
16,1,1,1,1,4,2,2,689963008.0,32,166723584.0
16,1,1,1,2,4,2,1,689963008.0,32,163577856.0
1,1,2,8,1,8,1,2,692060160.0,32,207880192.0
1,1,8,2,2,1,1,2,692060160.0,20,254017536.0
1,1,8,2,8,1,1,1,692060160.0,24,209977344.0
1,2,4,2,8,1,2,1,692060160.0,32,191365120.0
1,4,1,2,2,2,2,1,692060160.0,16,289406976.0
1,4,1,2,2,4,1,1,692060160.0,16,287309824.0
1,8,1,2,1,1,2,8,692060160.0,32,207880192.0
2,1,1,2,1,1,8,2,692060160.0,20,254017536.0
2,2,2,1,1,4,1,2,692060160.0,16,289406976.0
2,2,4,1,16,1,1,1,692060160.0,32,166723584.0
2,4,1,1,1,4,1,2,692060160.0,16,287309824.0
2,8,1,1,16,1,1,1,692060160.0,32,163577856.0
8,1,1,1,1,1,8,2,692060160.0,24,209977344.0
8,1,2,1,1,2,4,2,692060160.0,32,191365120.0
16,1,1,1,2,2,4,1,692060160.0,32,166723584.0
16,1,1,1,2,8,1,1,692060160.0,32,163577856.0
2,1,8,1,8,1,2,1,693108736.0,32,191365120.0
8,1,2,1,2,1,8,1,693108736.0,32,191365120.0
1,8,1,2,8,2,1,1,694157312.0,32,180355072.0
8,2,1,1,1,8,1,2,694157312.0,32,180355072.0
1,1,2,8,1,4,2,2,696254464.0,32,211025920.0
1,1,2,8,2,4,2,1,696254464.0,32,207880192.0
1,1,8,2,4,1,1,1,696254464.0,20,247726080.0
1,2,2,2,1,4,1,2,696254464.0,16,296747008.0
1,4,1,2,1,2,2,2,696254464.0,16,296747008.0
1,4,2,2,1,1,2,8,696254464.0,32,211025920.0
2,2,2,1,2,2,2,1,696254464.0,16,289406976.0
2,2,2,1,2,4,1,1,696254464.0,16,287309824.0
2,4,1,1,2,2,2,1,696254464.0,16,287309824.0
2,4,1,1,2,4,1,1,696254464.0,16,285212672.0
2,4,2,1,1,1,2,8,696254464.0,32,207880192.0
4,1,1,1,1,1,8,2,696254464.0,20,247726080.0
1,1,2,8,2,2,4,1,698351616.0,32,211025920.0
1,1,2,8,2,8,1,1,698351616.0,32,207880192.0
1,1,8,2,2,2,1,4,698351616.0,32,211025920.0
1,2,4,2,16,1,1,1,698351616.0,32,174587904.0
1,4,1,2,2,1,4,1,698351616.0,16,296747008.0
1,4,2,2,8,2,1,1,698351616.0,32,183500800.0
2,1,4,1,1,4,1,2,698351616.0,16,296747008.0
2,2,1,4,1,1,8,2,698351616.0,32,211025920.0
2,2,4,1,1,1,2,8,698351616.0,32,211025920.0
2,4,2,1,8,2,1,1,698351616.0,32,180355072.0
2,8,1,1,1,1,2,8,698351616.0,32,207880192.0
8,2,1,1,1,4,2,2,698351616.0,32,183500800.0
8,2,1,1,2,4,2,1,698351616.0,32,180355072.0
16,1,1,1,1,2,4,2,698351616.0,32,174587904.0
2,1,8,1,16,1,1,1,699400192.0,32,174587904.0
16,1,1,1,2,1,8,1,699400192.0,32,174587904.0
1,1,8,2,4,1,2,2,700448768.0,32,211025920.0
1,1,8,2,4,2,1,2,700448768.0,32,207880192.0
1,2,2,2,2,2,2,1,700448768.0,16,296747008.0
1,2,2,2,2,4,1,1,700448768.0,16,294649856.0
1,4,1,1,4,1,1,4,700448768.0,20,307232768.0
1,8,1,2,2,1,1,1,700448768.0,18,295698432.0
2,1,1,1,1,8,1,2,700448768.0,18,295698432.0
2,2,2,1,1,2,2,2,700448768.0,16,296747008.0
2,2,4,1,8,2,1,1,700448768.0,32,183500800.0
2,4,1,1,1,2,2,2,700448768.0,16,294649856.0
2,8,1,1,8,2,1,1,700448768.0,32,180355072.0
4,1,1,4,1,4,1,1,700448768.0,20,307232768.0
4,1,2,2,1,1,8,2,700448768.0,32,211025920.0
4,2,1,2,1,1,8,2,700448768.0,32,207880192.0
8,2,1,1,2,2,4,1,700448768.0,32,183500800.0
8,2,1,1,2,8,1,1,700448768.0,32,180355072.0
2,1,4,1,2,2,2,1,702545920.0,16,296747008.0
2,1,4,1,2,4,1,1,702545920.0,16,294649856.0
2,2,2,1,2,1,4,1,702545920.0,16,296747008.0
2,4,1,1,2,1,4,1,702545920.0,16,294649856.0
1,1,1,4,1,1,8,2,704643072.0,20,269746176.0
1,1,2,8,1,2,4,2,704643072.0,32,218890240.0
1,1,8,2,1,1,1,4,704643072.0,20,269746176.0
1,1,8,2,1,2,1,8,704643072.0,32,218890240.0
1,2,1,8,1,1,8,2,704643072.0,32,218890240.0
1,2,2,2,1,2,2,2,704643072.0,16,304087040.0
1,2,4,2,1,1,2,8,704643072.0,32,218890240.0
1,4,2,2,2,1,1,1,704643072.0,18,298844160.0
2,1,1,1,1,4,2,2,704643072.0,18,298844160.0
2,1,1,1,2,4,2,1,704643072.0,18,295698432.0
2,4,2,1,2,1,1,1,704643072.0,18,295698432.0
1,1,2,8,2,1,8,1,705691648.0,32,218890240.0
1,1,8,2,2,1,2,4,705691648.0,32,218890240.0
1,4,1,1,2,1,1,8,705691648.0,20,315097088.0
2,1,1,8,1,4,1,1,705691648.0,20,315097088.0
2,1,2,4,1,1,8,2,705691648.0,32,218890240.0
2,1,8,1,1,1,2,8,705691648.0,32,218890240.0
1,2,2,2,2,1,4,1,706740224.0,16,304087040.0
1,2,4,2,8,2,1,1,706740224.0,32,191365120.0
2,1,1,1,2,2,4,1,706740224.0,18,298844160.0
2,1,1,1,2,8,1,1,706740224.0,18,295698432.0
2,1,4,1,1,2,2,2,706740224.0,16,304087040.0
2,2,4,1,2,1,1,1,706740224.0,18,298844160.0
2,8,1,1,2,1,1,1,706740224.0,18,295698432.0
8,2,1,1,1,2,4,2,706740224.0,32,191365120.0
2,1,8,1,8,2,1,1,707788800.0,32,191365120.0
8,2,1,1,2,1,8,1,707788800.0,32,191365120.0
1,1,1,2,1,8,1,2,708837376.0,18,310378496.0
1,1,8,2,8,1,2,1,708837376.0,32,207880192.0
1,2,2,1,4,1,1,4,708837376.0,20,313524224.0
1,4,1,1,8,1,1,2,708837376.0,20,304087040.0
1,8,1,2,1,1,1,2,708837376.0,18,310378496.0
2,1,4,1,2,1,4,1,708837376.0,16,304087040.0
4,1,1,4,1,2,2,1,708837376.0,20,313524224.0
8,1,1,2,1,4,1,1,708837376.0,20,304087040.0
8,1,2,1,1,1,8,2,708837376.0,32,207880192.0
1,1,1,2,1,4,2,2,713031680.0,18,313524224.0
1,1,1,2,2,4,2,1,713031680.0,18,310378496.0
1,1,4,2,1,4,1,2,713031680.0,16,312999936.0
1,2,4,2,2,1,1,1,713031680.0,18,306708480.0
1,4,1,1,4,1,1,2,713031680.0,12,325058560.0
1,4,1,2,1,1,4,2,713031680.0,16,312999936.0
1,4,2,2,1,1,1,2,713031680.0,18,313524224.0
2,1,1,1,1,2,4,2,713031680.0,18,306708480.0
2,4,2,1,1,1,1,2,713031680.0,18,310378496.0
4,1,1,2,1,4,1,1,713031680.0,12,325058560.0
1,2,2,1,2,1,1,8,714080256.0,20,321388544.0
2,1,1,1,2,1,8,1,714080256.0,18,306708480.0
2,1,1,8,1,2,2,1,714080256.0,20,321388544.0
2,1,8,1,2,1,1,1,714080256.0,18,306708480.0
1,1,1,2,2,2,4,1,715128832.0,18,313524224.0
1,1,1,2,2,8,1,1,715128832.0,18,310378496.0
1,1,8,2,16,1,1,1,715128832.0,32,191102976.0
1,4,1,1,2,1,1,4,715128832.0,12,332398592.0
2,1,1,4,1,4,1,1,715128832.0,12,332398592.0
2,2,4,1,1,1,1,2,715128832.0,18,313524224.0
2,8,1,1,1,1,1,2,715128832.0,18,310378496.0
16,1,1,1,1,1,8,2,715128832.0,32,191102976.0
1,1,4,2,2,2,2,1,717225984.0,16,312999936.0
1,1,4,2,2,4,1,1,717225984.0,16,310902784.0
1,2,2,1,8,1,1,2,717225984.0,20,310378496.0
2,2,2,1,1,1,4,2,717225984.0,16,312999936.0
2,4,1,1,1,1,4,2,717225984.0,16,310902784.0
8,1,1,2,1,2,2,1,717225984.0,20,310378496.0
1,1,1,2,1,2,4,2,721420288.0,18,321388544.0
1,1,1,16,1,4,1,1,721420288.0,20,331612160.0
1,1,2,8,1,1,8,2,721420288.0,32,235405312.0
1,1,4,2,1,2,2,2,721420288.0,16,320339968.0
1,1,8,2,1,1,2,8,721420288.0,32,235405312.0
1,2,2,1,4,1,1,2,721420288.0,12,331350016.0
1,2,2,2,1,1,4,2,721420288.0,16,320339968.0
1,2,4,2,1,1,1,2,721420288.0,18,321388544.0
1,4,1,1,1,1,1,16,721420288.0,20,331612160.0
1,8,1,2,2,2,1,2,721420288.0,24,218103808.0
2,2,1,2,1,8,1,2,721420288.0,24,218103808.0
4,1,1,2,1,2,2,1,721420288.0,12,331350016.0
1,1,1,2,2,1,8,1,722468864.0,18,321388544.0
2,1,8,1,1,1,1,2,722468864.0,18,321388544.0
1,1,4,2,2,1,4,1,723517440.0,16,320339968.0
1,1,8,2,8,2,1,1,723517440.0,32,207880192.0
1,2,2,1,2,1,1,4,723517440.0,12,338690048.0
2,1,1,4,1,2,2,1,723517440.0,12,338690048.0
2,1,4,1,1,1,4,2,723517440.0,16,320339968.0
8,2,1,1,1,1,8,2,723517440.0,32,207880192.0
1,1,4,1,4,1,1,4,725614592.0,20,329252864.0
1,2,1,4,1,8,1,2,725614592.0,24,225443840.0
1,4,2,2,2,2,1,2,725614592.0,24,221249536.0
1,8,1,2,1,2,1,4,725614592.0,24,225443840.0
1,8,1,2,4,1,2,1,725614592.0,24,218103808.0
2,2,1,2,1,4,2,2,725614592.0,24,221249536.0
2,2,1,2,2,4,2,1,725614592.0,24,218103808.0
2,4,2,1,2,2,1,2,725614592.0,24,218103808.0
4,1,1,4,1,1,4,1,725614592.0,20,329252864.0
4,1,2,1,1,8,1,2,725614592.0,24,218103808.0
1,8,1,2,2,1,2,2,727711744.0,24,225443840.0
2,1,2,2,1,8,1,2,727711744.0,24,225443840.0
2,2,1,2,2,2,4,1,727711744.0,24,221249536.0
2,2,1,2,2,8,1,1,727711744.0,24,218103808.0
2,2,4,1,2,2,1,2,727711744.0,24,221249536.0
2,8,1,1,2,2,1,2,727711744.0,24,218103808.0
1,1,1,8,1,4,1,1,729808896.0,12,348651520.0
1,1,1,16,1,2,2,1,729808896.0,20,337903616.0
1,1,8,2,2,1,1,1,729808896.0,18,323223552.0
1,2,1,4,1,4,2,2,729808896.0,24,228589568.0
1,2,1,4,2,4,2,1,729808896.0,24,225443840.0
1,2,2,1,1,1,1,16,729808896.0,20,337903616.0
1,4,1,1,1,1,1,8,729808896.0,12,348651520.0
1,4,2,2,1,2,1,4,729808896.0,24,228589568.0
1,4,2,2,4,1,2,1,729808896.0,24,221249536.0
1,8,1,2,4,2,1,1,729808896.0,24,216006656.0
2,1,1,1,1,1,8,2,729808896.0,18,323223552.0
2,4,2,1,1,2,1,4,729808896.0,24,225443840.0
2,4,2,1,4,1,2,1,729808896.0,24,218103808.0
4,1,2,1,1,4,2,2,729808896.0,24,221249536.0
4,1,2,1,2,4,2,1,729808896.0,24,218103808.0
4,2,1,1,1,8,1,2,729808896.0,24,216006656.0
1,1,4,1,2,1,1,8,730857472.0,20,337117184.0
2,1,1,8,1,1,4,1,730857472.0,20,337117184.0
1,2,1,4,2,2,4,1,731906048.0,24,228589568.0
1,2,1,4,2,8,1,1,731906048.0,24,225443840.0
1,4,2,2,2,1,2,2,731906048.0,24,228589568.0
2,1,2,2,1,4,2,2,731906048.0,24,228589568.0
2,1,2,2,2,4,2,1,731906048.0,24,225443840.0
2,2,4,1,1,2,1,4,731906048.0,24,228589568.0
2,2,4,1,4,1,2,1,731906048.0,24,221249536.0
2,4,2,1,2,1,2,2,731906048.0,24,225443840.0
2,8,1,1,1,2,1,4,731906048.0,24,225443840.0
2,8,1,1,4,1,2,1,731906048.0,24,218103808.0
4,1,2,1,2,2,4,1,731906048.0,24,221249536.0
4,1,2,1,2,8,1,1,731906048.0,24,218103808.0
1,1,4,1,8,1,1,2,734003200.0,20,326107136.0
1,2,4,2,2,2,1,2,734003200.0,24,229113856.0
1,4,1,1,2,1,1,2,734003200.0,8,367001600.0
1,4,1,1,8,1,1,1,734003200.0,12,322961408.0
1,4,2,2,4,2,1,1,734003200.0,24,219152384.0
2,1,1,2,1,4,1,1,734003200.0,8,367001600.0
2,1,2,2,2,2,4,1,734003200.0,24,228589568.0
2,1,2,2,2,8,1,1,734003200.0,24,225443840.0
2,2,1,2,1,2,4,2,734003200.0,24,229113856.0
2,2,4,1,2,1,2,2,734003200.0,24,228589568.0
2,4,2,1,4,2,1,1,734003200.0,24,216006656.0
2,8,1,1,2,1,2,2,734003200.0,24,225443840.0
4,2,1,1,1,4,2,2,734003200.0,24,219152384.0
4,2,1,1,2,4,2,1,734003200.0,24,216006656.0
8,1,1,1,1,4,1,1,734003200.0,12,322961408.0
8,1,1,2,1,1,4,1,734003200.0,20,326107136.0
2,1,8,1,2,2,1,2,735051776.0,24,229113856.0
2,2,1,2,2,1,8,1,735051776.0,24,229113856.0
2,2,4,1,4,2,1,1,736100352.0,24,219152384.0
2,8,1,1,4,2,1,1,736100352.0,24,216006656.0
4,2,1,1,2,2,4,1,736100352.0,24,219152384.0
4,2,1,1,2,8,1,1,736100352.0,24,216006656.0
1,1,1,2,1,1,8,2,738197504.0,18,337903616.0
1,1,1,8,1,2,2,1,738197504.0,12,354942976.0
1,1,4,1,4,1,1,2,738197504.0,12,347078656.0
1,1,4,2,1,1,4,2,738197504.0,16,336592896.0
1,1,8,2,1,1,1,2,738197504.0,18,337903616.0
1,2,1,4,1,2,4,2,738197504.0,24,236453888.0
1,2,2,1,1,1,1,8,738197504.0,12,354942976.0
1,2,4,2,1,2,1,4,738197504.0,24,236453888.0
1,2,4,2,4,1,2,1,738197504.0,24,229113856.0
1,4,1,1,4,1,1,1,738197504.0,8,360710144.0
4,1,1,1,1,4,1,1,738197504.0,8,360710144.0
4,1,1,2,1,1,4,1,738197504.0,12,347078656.0
4,1,2,1,1,2,4,2,738197504.0,24,229113856.0
1,2,1,4,2,1,8,1,739246080.0,24,236453888.0
2,1,8,1,1,2,1,4,739246080.0,24,236453888.0
2,1,8,1,4,1,2,1,739246080.0,24,229113856.0
4,1,2,1,2,1,8,1,739246080.0,24,229113856.0
1,1,4,1,2,1,1,4,740294656.0,12,354418688.0
1,2,4,2,2,1,2,2,740294656.0,24,236453888.0
1,4,1,1,2,2,1,4,740294656.0,20,324009984.0
2,1,1,4,1,1,4,1,740294656.0,12,354418688.0
2,1,2,2,1,2,4,2,740294656.0,24,236453888.0
2,2,1,4,1,4,1,1,740294656.0,20,324009984.0
2,1,2,2,2,1,8,1,741343232.0,24,236453888.0
2,1,8,1,2,1,2,2,741343232.0,24,236453888.0
1,1,2,4,1,8,1,2,742391808.0,24,241696768.0
1,2,2,1,2,1,1,2,742391808.0,8,373293056.0
1,2,2,1,8,1,1,1,742391808.0,12,329252864.0
1,2,4,2,4,2,1,1,742391808.0,24,227016704.0
1,4,1,1,4,1,2,2,742391808.0,20,324009984.0
1,4,1,1,4,2,1,2,742391808.0,20,320864256.0
1,8,1,2,1,1,2,4,742391808.0,24,241696768.0
2,1,1,2,1,2,2,1,742391808.0,8,373293056.0
4,1,2,2,1,4,1,1,742391808.0,20,324009984.0
4,2,1,1,1,2,4,2,742391808.0,24,227016704.0
4,2,1,2,1,4,1,1,742391808.0,20,320864256.0
8,1,1,1,1,2,2,1,742391808.0,12,329252864.0
2,1,8,1,4,2,1,1,743440384.0,24,227016704.0
4,2,1,1,2,1,8,1,743440384.0,24,227016704.0
1,1,1,4,1,4,1,1,746586112.0,8,382730240.0
1,1,1,16,1,1,4,1,746586112.0,20,353632256.0
1,1,2,4,1,4,2,2,746586112.0,24,244842496.0
1,1,2,4,2,4,2,1,746586112.0,24,241696768.0
1,1,4,1,1,1,1,16,746586112.0,20,353632256.0
1,2,1,8,1,4,1,1,746586112.0,20,331874304.0
1,2,2,1,4,1,1,1,746586112.0,8,367001600.0
1,4,1,1,1,1,1,4,746586112.0,8,382730240.0
1,4,1,1,1,2,1,8,746586112.0,20,331874304.0
1,4,2,2,1,1,2,4,746586112.0,24,244842496.0
2,4,2,1,1,1,2,4,746586112.0,24,241696768.0
4,1,1,1,1,2,2,1,746586112.0,8,367001600.0
1,4,1,1,2,1,2,4,747634688.0,20,331874304.0
2,1,2,4,1,4,1,1,747634688.0,20,331874304.0
1,1,2,4,2,2,4,1,748683264.0,24,244842496.0
1,1,2,4,2,8,1,1,748683264.0,24,241696768.0
1,2,2,1,2,2,1,4,748683264.0,20,330301440.0
2,2,1,4,1,2,2,1,748683264.0,20,330301440.0
2,2,4,1,1,1,2,4,748683264.0,24,244842496.0
2,8,1,1,1,1,2,4,748683264.0,24,241696768.0
1,1,8,2,2,2,1,2,750780416.0,24,245628928.0
1,2,2,1,4,1,2,2,750780416.0,20,330301440.0
1,2,2,1,4,2,1,2,750780416.0,20,327155712.0
1,4,1,1,8,1,2,1,750780416.0,20,320864256.0
2,2,1,2,1,1,8,2,750780416.0,24,245628928.0
4,1,2,2,1,2,2,1,750780416.0,20,330301440.0
4,2,1,2,1,2,2,1,750780416.0,20,327155712.0
8,1,2,1,1,4,1,1,750780416.0,20,320864256.0
1,1,1,4,1,2,2,1,754974720.0,8,389021696.0
1,1,1,8,1,1,4,1,754974720.0,12,370671616.0
1,1,2,4,1,2,4,2,754974720.0,24,252706816.0
1,1,4,1,1,1,1,8,754974720.0,12,370671616.0
1,1,8,2,1,2,1,4,754974720.0,24,252968960.0
1,1,8,2,4,1,2,1,754974720.0,24,245628928.0
1,2,1,4,1,1,8,2,754974720.0,24,252968960.0
1,2,1,8,1,2,2,1,754974720.0,20,338165760.0
1,2,2,1,1,1,1,4,754974720.0,8,389021696.0
1,2,2,1,1,2,1,8,754974720.0,20,338165760.0
1,2,4,2,1,1,2,4,754974720.0,24,252706816.0
4,1,2,1,1,1,8,2,754974720.0,24,245628928.0
1,1,2,4,2,1,8,1,756023296.0,24,252706816.0
1,2,2,1,2,1,2,4,756023296.0,20,338165760.0
2,1,2,4,1,2,2,1,756023296.0,20,338165760.0
2,1,8,1,1,1,2,4,756023296.0,24,252706816.0
1,1,8,2,2,1,2,2,757071872.0,24,252968960.0
1,4,1,1,16,1,1,1,757071872.0,20,304087040.0
2,1,2,2,1,1,8,2,757071872.0,24,252968960.0
16,1,1,1,1,4,1,1,757071872.0,20,304087040.0
1,1,4,1,2,1,1,2,759169024.0,8,389021696.0
1,1,4,1,8,1,1,1,759169024.0,12,344981504.0
1,1,8,2,4,2,1,1,759169024.0,24,243531776.0
1,2,2,1,8,1,2,1,759169024.0,20,327155712.0
2,1,1,2,1,1,4,1,759169024.0,8,389021696.0
4,2,1,1,1,1,8,2,759169024.0,24,243531776.0
8,1,1,1,1,1,4,1,759169024.0,12,344981504.0
8,1,2,1,1,2,2,1,759169024.0,20,327155712.0
1,1,2,8,1,4,1,1,763363328.0,20,348389376.0
1,1,4,1,4,1,1,1,763363328.0,8,382730240.0
1,2,1,1,1,4,1,2,763363328.0,10,434110464.0
1,4,1,1,1,1,2,8,763363328.0,20,348389376.0
1,4,1,2,1,2,1,1,763363328.0,10,434110464.0
4,1,1,1,1,1,4,1,763363328.0,8,382730240.0
1,1,4,1,2,2,1,4,765460480.0,20,346030080.0
1,2,2,1,16,1,1,1,765460480.0,20,310378496.0
1,4,1,1,8,2,1,1,765460480.0,20,320864256.0
2,2,1,4,1,1,4,1,765460480.0,20,346030080.0
8,2,1,1,1,4,1,1,765460480.0,20,320864256.0
16,1,1,1,1,2,2,1,765460480.0,20,310378496.0
1,1,4,1,4,1,2,2,767557632.0,20,346030080.0
1,1,4,1,4,2,1,2,767557632.0,20,342884352.0
1,2,1,1,2,2,2,1,767557632.0,10,434110464.0
1,2,1,1,2,4,1,1,767557632.0,10,432013312.0
2,2,2,1,1,2,1,1,767557632.0,10,434110464.0
2,4,1,1,1,2,1,1,767557632.0,10,432013312.0
4,1,2,2,1,1,4,1,767557632.0,20,346030080.0
4,2,1,2,1,1,4,1,767557632.0,20,342884352.0
1,1,1,4,1,1,4,1,771751936.0,8,404750336.0
1,1,2,4,1,1,8,2,771751936.0,24,269221888.0
1,1,2,8,1,2,2,1,771751936.0,20,354680832.0
1,1,4,1,1,1,1,4,771751936.0,8,404750336.0
1,1,4,1,1,2,1,8,771751936.0,20,353894400.0
1,1,8,2,1,1,2,4,771751936.0,24,269221888.0
1,2,1,1,1,2,2,2,771751936.0,10,441450496.0
1,2,1,8,1,1,4,1,771751936.0,20,353894400.0
1,2,2,1,1,1,2,8,771751936.0,20,354680832.0
1,2,2,2,1,2,1,1,771751936.0,10,441450496.0
1,4,1,1,2,1,1,1,771751936.0,6,436207616.0
2,1,1,1,1,4,1,1,771751936.0,6,436207616.0
1,1,4,1,2,1,2,4,772800512.0,20,353894400.0
